,Date,Open,High,Low,Close,Adj Close,Volume,date_numeric
33,2/22/10,1110.0,1112.290039,1105.380005,1108.01001,1108.01001,3814440000.0,52.0
34,2/23/10,1107.48999,1108.579956,1092.180054,1094.599976,1094.599976,4521050000.0,53.0
35,2/24/10,1095.890015,1106.420044,1095.5,1105.23999,1105.23999,4168360000.0,54.0
36,2/25/10,1101.23999,1103.5,1086.02002,1102.939941,1102.939941,4521130000.0,55.0
37,2/26/10,1103.099976,1107.23999,1097.560059,1104.48999,1104.48999,3945190000.0,56.0
38,3/1/10,1105.359985,1116.109985,1105.359985,1115.709961,1115.709961,3847640000.0,59.0
39,3/2/10,1117.01001,1123.459961,1116.51001,1118.310059,1118.310059,4134680000.0,60.0
40,3/3/10,1119.359985,1125.640015,1116.579956,1118.790039,1118.790039,3951320000.0,61.0
41,3/4/10,1119.119995,1123.72998,1116.660034,1122.969971,1122.969971,3945010000.0,62.0
42,3/5/10,1125.119995,1139.380005,1125.119995,1138.699951,1138.699951,4133000000.0,63.0
43,3/8/10,1138.400024,1141.050049,1136.77002,1138.5,1138.5,3774680000.0,66.0
44,3/9/10,1137.560059,1145.369995,1134.900024,1140.449951,1140.449951,5185570000.0,67.0
45,3/10/10,1140.219971,1148.26001,1140.089966,1145.609985,1145.609985,5469120000.0,68.0
46,3/11/10,1143.959961,1150.23999,1138.98999,1150.23999,1150.23999,4669060000.0,69.0
47,3/12/10,1151.709961,1153.410034,1146.969971,1149.98999,1149.98999,4928160000.0,70.0
48,3/15/10,1148.530029,1150.97998,1141.449951,1150.51001,1150.51001,4164110000.0,73.0
49,3/16/10,1150.829956,1160.280029,1150.349976,1159.459961,1159.459961,4369770000.0,74.0
50,3/17/10,1159.939941,1169.839966,1159.939941,1166.209961,1166.209961,4963200000.0,75.0
51,3/18/10,1166.130005,1167.77002,1161.160034,1165.829956,1165.829956,4234510000.0,76.0
52,3/19/10,1166.680054,1169.199951,1155.329956,1159.900024,1159.900024,5212410000.0,77.0
53,3/22/10,1157.25,1167.819946,1152.880005,1165.810059,1165.810059,4261680000.0,80.0
54,3/23/10,1166.469971,1174.719971,1163.829956,1174.170044,1174.170044,4411640000.0,81.0
55,3/24/10,1172.699951,1173.040039,1166.01001,1167.719971,1167.719971,4705750000.0,82.0
56,3/25/10,1170.030029,1180.689941,1165.089966,1165.72998,1165.72998,5668900000.0,83.0
57,3/26/10,1167.579956,1173.930054,1161.47998,1166.589966,1166.589966,4708420000.0,84.0
58,3/29/10,1167.709961,1174.849976,1167.709961,1173.219971,1173.219971,4375580000.0,87.0
59,3/30/10,1173.75,1177.829956,1168.920044,1173.27002,1173.27002,4085000000.0,88.0
60,3/31/10,1171.75,1174.560059,1165.77002,1169.430054,1169.430054,4484340000.0,89.0
61,4/1/10,1171.22998,1181.430054,1170.689941,1178.099976,1178.099976,4006870000.0,90.0
62,4/5/10,1178.709961,1187.72998,1178.709961,1187.439941,1187.439941,3881620000.0,94.0
63,4/6/10,1186.01001,1191.800049,1182.77002,1189.439941,1189.439941,4086180000.0,95.0
64,4/7/10,1188.22998,1189.599976,1177.25,1182.449951,1182.449951,5101430000.0,96.0
65,4/8/10,1181.75,1188.550049,1175.119995,1186.439941,1186.439941,4726970000.0,97.0
66,4/9/10,1187.469971,1194.660034,1187.150024,1194.369995,1194.369995,4511570000.0,98.0
67,4/12/10,1194.939941,1199.199951,1194.709961,1196.47998,1196.47998,4607090000.0,101.0
68,4/13/10,1195.939941,1199.040039,1188.819946,1197.300049,1197.300049,5403580000.0,102.0
69,4/14/10,1198.689941,1210.650024,1198.689941,1210.650024,1210.650024,5760040000.0,103.0
70,4/15/10,1210.77002,1213.920044,1208.5,1211.670044,1211.670044,5995330000.0,104.0
71,4/16/10,1210.170044,1210.170044,1186.77002,1192.130005,1192.130005,8108470000.0,105.0
72,4/19/10,1192.060059,1197.869995,1183.680054,1197.52002,1197.52002,6597740000.0,108.0
73,4/20/10,1199.040039,1208.579956,1199.040039,1207.170044,1207.170044,5316590000.0,109.0
74,4/21/10,1207.160034,1210.98999,1198.849976,1205.939941,1205.939941,5724310000.0,110.0
75,4/22/10,1202.52002,1210.27002,1190.189941,1208.670044,1208.670044,6035780000.0,111.0
76,4/23/10,1207.869995,1217.280029,1205.099976,1217.280029,1217.280029,5326060000.0,112.0
77,4/26/10,1217.069946,1219.800049,1211.069946,1212.050049,1212.050049,5647760000.0,115.0
78,4/27/10,1209.920044,1211.380005,1181.619995,1183.709961,1183.709961,7454540000.0,116.0
79,4/28/10,1184.589966,1195.050049,1181.810059,1191.359985,1191.359985,6342310000.0,117.0
80,4/29/10,1193.300049,1209.359985,1193.300049,1206.780029,1206.780029,6059410000.0,118.0
81,4/30/10,1206.77002,1207.98999,1186.319946,1186.689941,1186.689941,6048260000.0,119.0
82,5/3/10,1188.579956,1205.130005,1188.579956,1202.26001,1202.26001,4938050000.0,122.0
83,5/4/10,1197.5,1197.5,1168.119995,1173.599976,1173.599976,6594720000.0,123.0
84,5/5/10,1169.23999,1175.949951,1158.150024,1165.869995,1165.869995,6795940000.0,124.0
85,5/6/10,1164.380005,1167.579956,1065.790039,1128.150024,1128.150024,10617810000.0,125.0
86,5/7/10,1127.040039,1135.130005,1094.150024,1110.880005,1110.880005,9472910000.0,126.0
87,5/10/10,1122.27002,1163.849976,1122.27002,1159.72998,1159.72998,6893700000.0,129.0
88,5/11/10,1156.390015,1170.47998,1147.709961,1155.790039,1155.790039,5842550000.0,130.0
89,5/12/10,1155.430054,1172.869995,1155.430054,1171.670044,1171.670044,5225460000.0,131.0
90,5/13/10,1170.040039,1173.569946,1156.140015,1157.439941,1157.439941,4870640000.0,132.0
91,5/14/10,1157.189941,1157.189941,1126.140015,1135.680054,1135.680054,6126400000.0,133.0
92,5/17/10,1136.52002,1141.880005,1114.959961,1136.939941,1136.939941,5922920000.0,136.0
93,5/18/10,1138.780029,1148.660034,1117.199951,1120.800049,1120.800049,6170840000.0,137.0
94,5/19/10,1119.569946,1124.27002,1100.660034,1115.050049,1115.050049,6765800000.0,138.0
95,5/20/10,1107.339966,1107.339966,1071.579956,1071.589966,1071.589966,8328570000.0,139.0
96,5/21/10,1067.26001,1090.160034,1055.900024,1087.689941,1087.689941,5452130000.0,140.0
97,5/24/10,1084.780029,1089.949951,1072.699951,1073.650024,1073.650024,5224040000.0,143.0
98,5/25/10,1067.420044,1074.75,1040.780029,1074.030029,1074.030029,7329580000.0,144.0
99,5/26/10,1075.51001,1090.75,1065.589966,1067.949951,1067.949951,4521050000.0,145.0
100,5/27/10,1074.27002,1103.52002,1074.27002,1103.060059,1103.060059,5698460000.0,146.0
101,5/28/10,1102.589966,1102.589966,1084.780029,1089.410034,1089.410034,4871210000.0,147.0
102,6/1/10,1087.300049,1094.77002,1069.890015,1070.709961,1070.709961,5271480000.0,151.0
103,6/2/10,1073.01001,1098.560059,1072.030029,1098.380005,1098.380005,5026360000.0,152.0
104,6/3/10,1098.819946,1105.670044,1091.810059,1102.829956,1102.829956,4995970000.0,153.0
105,6/4/10,1098.430054,1098.430054,1060.5,1064.880005,1064.880005,6180580000.0,154.0
106,6/7/10,1065.839966,1071.359985,1049.859985,1050.469971,1050.469971,5467560000.0,157.0
107,6/8/10,1050.810059,1063.150024,1042.170044,1062.0,1062.0,6192750000.0,158.0
108,6/9/10,1062.75,1077.73999,1052.25,1055.689941,1055.689941,5983200000.0,159.0
109,6/10/10,1058.77002,1087.849976,1058.77002,1086.839966,1086.839966,5144780000.0,160.0
110,6/11/10,1082.650024,1092.25,1077.119995,1091.599976,1091.599976,4059280000.0,161.0
111,6/14/10,1095.0,1105.910034,1089.030029,1089.630005,1089.630005,4425830000.0,164.0
112,6/15/10,1091.209961,1115.589966,1091.209961,1115.22998,1115.22998,4644490000.0,165.0
113,6/16/10,1114.02002,1118.73999,1107.130005,1114.609985,1114.609985,5002600000.0,166.0
114,6/17/10,1115.97998,1117.719971,1105.869995,1116.040039,1116.040039,4557760000.0,167.0
115,6/18/10,1116.160034,1121.01001,1113.930054,1117.51001,1117.51001,4555360000.0,168.0
116,6/21/10,1122.790039,1131.22998,1108.23999,1113.199951,1113.199951,4514360000.0,171.0
117,6/22/10,1113.900024,1118.5,1094.180054,1095.310059,1095.310059,4514380000.0,172.0
118,6/23/10,1095.569946,1099.640015,1085.310059,1092.040039,1092.040039,4526150000.0,173.0
119,6/24/10,1090.930054,1090.930054,1071.599976,1073.689941,1073.689941,4814830000.0,174.0
120,6/25/10,1075.099976,1083.560059,1067.890015,1076.76001,1076.76001,5128840000.0,175.0
121,6/28/10,1077.5,1082.599976,1071.449951,1074.569946,1074.569946,3896410000.0,178.0
122,6/29/10,1071.099976,1071.099976,1035.180054,1041.23999,1041.23999,6136700000.0,179.0
123,6/30/10,1040.560059,1048.079956,1028.329956,1030.709961,1030.709961,5067080000.0,180.0
124,7/1/10,1031.099976,1033.579956,1010.909973,1027.369995,1027.369995,6435770000.0,181.0
125,7/2/10,1027.650024,1032.949951,1015.929993,1022.580017,1022.580017,3968500000.0,182.0
126,7/6/10,1028.089966,1042.5,1018.349976,1028.060059,1028.060059,4691240000.0,186.0
127,7/7/10,1028.540039,1060.890015,1028.540039,1060.27002,1060.27002,4931220000.0,187.0
128,7/8/10,1062.920044,1071.25,1058.23999,1070.25,1070.25,4548460000.0,188.0
129,7/9/10,1070.5,1078.160034,1068.099976,1077.959961,1077.959961,3506570000.0,189.0
130,7/12/10,1077.22998,1080.780029,1070.449951,1078.75,1078.75,3426990000.0,192.0
131,7/13/10,1080.650024,1099.459961,1080.650024,1095.339966,1095.339966,4640460000.0,193.0
132,7/14/10,1095.609985,1099.079956,1087.680054,1095.170044,1095.170044,4521050000.0,194.0
133,7/15/10,1094.459961,1098.660034,1080.530029,1096.47998,1096.47998,4552470000.0,195.0
134,7/16/10,1093.849976,1093.849976,1063.319946,1064.880005,1064.880005,5297350000.0,196.0
135,7/19/10,1066.849976,1074.699951,1061.109985,1071.25,1071.25,4089500000.0,199.0
136,7/20/10,1064.530029,1083.939941,1056.880005,1083.47998,1083.47998,4713280000.0,200.0
137,7/21/10,1086.670044,1088.959961,1065.25,1069.589966,1069.589966,4747180000.0,201.0
138,7/22/10,1072.140015,1097.5,1072.140015,1093.670044,1093.670044,4826900000.0,202.0
139,7/23/10,1092.170044,1103.72998,1087.880005,1102.660034,1102.660034,4524570000.0,203.0
140,7/26/10,1102.890015,1115.01001,1101.300049,1115.01001,1115.01001,4009650000.0,206.0
141,7/27/10,1117.359985,1120.949951,1109.780029,1113.839966,1113.839966,4725690000.0,207.0
142,7/28/10,1112.839966,1114.660034,1103.109985,1106.130005,1106.130005,4002390000.0,208.0
143,7/29/10,1108.069946,1115.900024,1092.819946,1101.530029,1101.530029,4612420000.0,209.0
144,7/30/10,1098.439941,1106.439941,1088.01001,1101.599976,1101.599976,4006450000.0,210.0
145,8/2/10,1107.530029,1127.300049,1107.530029,1125.859985,1125.859985,4144180000.0,213.0
146,8/3/10,1125.339966,1125.439941,1116.76001,1120.459961,1120.459961,4071820000.0,214.0
147,8/4/10,1121.060059,1128.75,1119.459961,1127.23999,1127.23999,4057850000.0,215.0
148,8/5/10,1125.780029,1126.560059,1118.810059,1125.810059,1125.810059,3685560000.0,216.0
149,8/6/10,1122.069946,1123.060059,1107.170044,1121.640015,1121.640015,3857890000.0,217.0
150,8/9/10,1122.800049,1129.23999,1120.910034,1127.790039,1127.790039,3979360000.0,220.0
151,8/10/10,1122.920044,1127.160034,1111.579956,1121.060059,1121.060059,3979360000.0,221.0
152,8/11/10,1116.890015,1116.890015,1088.550049,1089.469971,1089.469971,4511860000.0,222.0
153,8/12/10,1081.47998,1086.719971,1076.689941,1083.609985,1083.609985,4521050000.0,223.0
154,8/13/10,1082.219971,1086.25,1079.0,1079.25,1079.25,3328890000.0,224.0
155,8/16/10,1077.48999,1082.619995,1069.48999,1079.380005,1079.380005,3142450000.0,227.0
156,8/17/10,1081.160034,1100.140015,1081.160034,1092.540039,1092.540039,3968210000.0,228.0
157,8/18/10,1092.079956,1099.77002,1085.76001,1094.160034,1094.160034,3724260000.0,229.0
158,8/19/10,1092.439941,1092.439941,1070.660034,1075.630005,1075.630005,4290540000.0,230.0
159,8/20/10,1075.630005,1075.630005,1063.910034,1071.689941,1071.689941,3761570000.0,231.0
160,8/23/10,1073.359985,1081.579956,1067.079956,1067.359985,1067.359985,3210950000.0,234.0
161,8/24/10,1063.199951,1063.199951,1046.680054,1051.869995,1051.869995,4436330000.0,235.0
162,8/25/10,1048.97998,1059.380005,1039.829956,1055.329956,1055.329956,4360190000.0,236.0
163,8/26/10,1056.280029,1061.449951,1045.400024,1047.219971,1047.219971,3646710000.0,237.0
164,8/27/10,1049.27002,1065.209961,1039.699951,1064.589966,1064.589966,4102460000.0,238.0
165,8/30/10,1062.900024,1064.400024,1048.790039,1048.920044,1048.920044,2917990000.0,241.0
166,8/31/10,1046.880005,1055.140015,1040.880005,1049.329956,1049.329956,4038770000.0,242.0
167,9/1/10,1049.719971,1081.300049,1049.719971,1080.290039,1080.290039,4396880000.0,243.0
168,9/2/10,1080.660034,1090.099976,1080.390015,1090.099976,1090.099976,3704210000.0,244.0
169,9/3/10,1093.609985,1105.099976,1093.609985,1104.51001,1104.51001,3534500000.0,245.0
170,9/7/10,1102.599976,1102.599976,1091.150024,1091.839966,1091.839966,3107380000.0,249.0
171,9/8/10,1092.359985,1103.26001,1092.359985,1098.869995,1098.869995,3224640000.0,250.0
172,9/9/10,1101.150024,1110.27002,1101.150024,1104.180054,1104.180054,3387770000.0,251.0
173,9/10/10,1104.569946,1110.880005,1103.920044,1109.550049,1109.550049,3061160000.0,252.0
174,9/13/10,1113.380005,1123.869995,1113.380005,1121.900024,1121.900024,4521050000.0,255.0
175,9/14/10,1121.160034,1127.359985,1115.579956,1121.099976,1121.099976,4521050000.0,256.0
176,9/15/10,1119.430054,1126.459961,1114.630005,1125.069946,1125.069946,3369840000.0,257.0
177,9/16/10,1123.890015,1125.439941,1118.880005,1124.660034,1124.660034,3364080000.0,258.0
178,9/17/10,1126.390015,1131.469971,1122.430054,1125.589966,1125.589966,4086140000.0,259.0
179,9/20/10,1126.569946,1144.859985,1126.569946,1142.709961,1142.709961,3364080000.0,262.0
180,9/21/10,1142.819946,1148.589966,1136.219971,1139.780029,1139.780029,4175660000.0,263.0
181,9/22/10,1139.48999,1144.380005,1131.579956,1134.280029,1134.280029,3911070000.0,264.0
182,9/23/10,1131.099976,1136.77002,1122.790039,1124.829956,1124.829956,3847850000.0,265.0
183,9/24/10,1131.689941,1148.900024,1131.689941,1148.670044,1148.670044,4123950000.0,266.0
184,9/27/10,1148.640015,1149.920044,1142.0,1142.160034,1142.160034,3587860000.0,269.0
185,9/28/10,1142.310059,1150.0,1132.089966,1147.699951,1147.699951,4025840000.0,270.0
186,9/29/10,1146.75,1148.630005,1140.26001,1144.72998,1144.72998,3990280000.0,271.0
187,9/30/10,1145.969971,1157.160034,1136.079956,1141.199951,1141.199951,4284160000.0,272.0
188,10/1/10,1143.48999,1150.300049,1139.420044,1146.23999,1146.23999,4298910000.0,273.0
189,10/4/10,1144.959961,1148.160034,1131.869995,1137.030029,1137.030029,3604110000.0,276.0
190,10/5/10,1140.680054,1162.76001,1140.680054,1160.75,1160.75,4068840000.0,277.0
191,10/6/10,1159.810059,1162.329956,1154.849976,1159.969971,1159.969971,4073160000.0,278.0
192,10/7/10,1161.569946,1163.869995,1151.410034,1158.060059,1158.060059,3910550000.0,279.0
193,10/8/10,1158.359985,1167.72998,1155.579956,1165.150024,1165.150024,3871420000.0,280.0
194,10/11/10,1165.319946,1168.680054,1162.02002,1165.319946,1165.319946,2505900000.0,283.0
195,10/12/10,1164.280029,1172.579956,1155.709961,1169.77002,1169.77002,4076170000.0,284.0
196,10/13/10,1171.319946,1184.380005,1171.319946,1178.099976,1178.099976,4969410000.0,285.0
197,10/14/10,1177.819946,1178.890015,1166.709961,1173.810059,1173.810059,4969410000.0,286.0
198,10/15/10,1177.469971,1181.199951,1167.119995,1176.189941,1176.189941,5724910000.0,287.0
199,10/18/10,1176.829956,1185.530029,1174.550049,1184.709961,1184.709961,4450050000.0,290.0
200,10/19/10,1178.640015,1178.640015,1159.709961,1165.900024,1165.900024,5600120000.0,291.0
201,10/20/10,1166.73999,1182.939941,1166.73999,1178.170044,1178.170044,5027880000.0,292.0
202,10/21/10,1179.819946,1189.430054,1171.170044,1180.26001,1180.26001,4625470000.0,293.0
203,10/22/10,1180.52002,1183.930054,1178.98999,1183.079956,1183.079956,3177890000.0,294.0
204,10/25/10,1184.73999,1196.140015,1184.73999,1185.619995,1185.619995,4221380000.0,297.0
205,10/26/10,1184.880005,1187.109985,1177.719971,1185.640015,1185.640015,4203680000.0,298.0
206,10/27/10,1183.839966,1183.839966,1171.699951,1182.449951,1182.449951,4335670000.0,299.0
207,10/28/10,1184.469971,1189.530029,1177.099976,1183.780029,1183.780029,4283460000.0,300.0
208,10/29/10,1183.869995,1185.459961,1179.699951,1183.26001,1183.26001,3537880000.0,301.0
209,11/1/10,1185.709961,1195.810059,1177.650024,1184.380005,1184.380005,4129180000.0,304.0
210,11/2/10,1187.859985,1195.880005,1187.859985,1193.569946,1193.569946,3866200000.0,305.0
211,11/3/10,1193.790039,1198.300049,1183.560059,1197.959961,1197.959961,4665480000.0,306.0
212,11/4/10,1198.339966,1221.25,1198.339966,1221.060059,1221.060059,5695470000.0,307.0
213,11/5/10,1221.199951,1227.079956,1220.290039,1225.849976,1225.849976,5637460000.0,308.0
214,11/8/10,1223.23999,1224.569946,1217.550049,1223.25,1223.25,3937230000.0,311.0
215,11/9/10,1223.589966,1226.839966,1208.939941,1213.400024,1213.400024,4848040000.0,312.0
216,11/10/10,1213.140015,1218.75,1204.329956,1218.709961,1218.709961,4561300000.0,313.0
217,11/11/10,1213.040039,1215.449951,1204.48999,1213.540039,1213.540039,3931120000.0,314.0
218,11/12/10,1209.069946,1210.5,1194.079956,1199.209961,1199.209961,4213620000.0,315.0
219,11/15/10,1200.439941,1207.430054,1197.150024,1197.75,1197.75,3503370000.0,318.0
220,11/16/10,1194.790039,1194.790039,1173.0,1178.339966,1178.339966,5116380000.0,319.0
221,11/17/10,1178.329956,1183.560059,1175.819946,1178.589966,1178.589966,3904780000.0,320.0
222,11/18/10,1183.75,1200.290039,1183.75,1196.689941,1196.689941,4687260000.0,321.0
223,11/19/10,1196.119995,1199.969971,1189.439941,1199.72998,1199.72998,3675390000.0,322.0
224,11/22/10,1198.069946,1198.939941,1184.579956,1197.839966,1197.839966,3689500000.0,325.0
225,11/23/10,1192.51001,1192.51001,1176.910034,1180.72998,1180.72998,4133070000.0,326.0
226,11/24/10,1183.699951,1198.619995,1183.699951,1198.349976,1198.349976,3384250000.0,327.0
227,11/26/10,1194.160034,1194.160034,1186.930054,1189.400024,1189.400024,1613820000.0,329.0
228,11/29/10,1189.079956,1190.339966,1173.640015,1187.76001,1187.76001,3673450000.0,332.0
229,11/30/10,1182.959961,1187.400024,1174.140015,1180.550049,1180.550049,4284700000.0,333.0
230,12/1/10,1186.599976,1207.609985,1186.599976,1206.069946,1206.069946,4548110000.0,334.0
231,12/2/10,1206.810059,1221.890015,1206.810059,1221.530029,1221.530029,4970800000.0,335.0
232,12/3/10,1219.930054,1225.569946,1216.819946,1224.709961,1224.709961,3735780000.0,336.0
233,12/6/10,1223.869995,1225.800049,1220.670044,1223.119995,1223.119995,3527370000.0,339.0
234,12/7/10,1227.25,1235.050049,1223.25,1223.75,1223.75,6970630000.0,340.0
235,12/8/10,1225.02002,1228.930054,1219.5,1228.280029,1228.280029,4607590000.0,341.0
236,12/9/10,1230.140015,1234.709961,1226.849976,1233.0,1233.0,4522510000.0,342.0
237,12/10/10,1233.849976,1240.400024,1232.579956,1240.400024,1240.400024,4547310000.0,343.0
238,12/13/10,1242.52002,1246.72998,1240.339966,1240.459961,1240.459961,4361240000.0,346.0
239,12/14/10,1241.839966,1246.589966,1238.170044,1241.589966,1241.589966,4132350000.0,347.0
240,12/15/10,1241.579956,1244.25,1234.01001,1235.22998,1235.22998,4407340000.0,348.0
241,12/16/10,1236.339966,1243.75,1232.849976,1242.869995,1242.869995,4736820000.0,349.0
242,12/17/10,1243.630005,1245.810059,1239.869995,1243.910034,1243.910034,4632470000.0,350.0
243,12/20/10,1245.76001,1250.199951,1241.51001,1247.079956,1247.079956,3548140000.0,353.0
244,12/21/10,1249.430054,1255.819946,1249.430054,1254.599976,1254.599976,3479670000.0,354.0
245,12/22/10,1254.939941,1259.390015,1254.939941,1258.839966,1258.839966,1285590000.0,355.0
246,12/23/10,1257.530029,1258.589966,1254.050049,1256.77002,1256.77002,2515020000.0,356.0
247,12/27/10,1254.660034,1258.430054,1251.47998,1257.540039,1257.540039,1992470000.0,360.0
248,12/28/10,1259.099976,1259.900024,1256.219971,1258.51001,1258.51001,2478450000.0,361.0
249,12/29/10,1258.780029,1262.599976,1258.780029,1259.780029,1259.780029,2214380000.0,362.0
250,12/30/10,1259.439941,1261.089966,1256.319946,1257.880005,1257.880005,1970720000.0,363.0
251,12/31/10,1256.76001,1259.339966,1254.189941,1257.640015,1257.640015,1799770000.0,364.0
252,1/3/11,1257.619995,1276.170044,1257.619995,1271.869995,1271.869995,4286670000.0,367.0
253,1/4/11,1272.949951,1274.119995,1262.660034,1270.199951,1270.199951,4796420000.0,368.0
254,1/5/11,1268.780029,1277.630005,1265.359985,1276.560059,1276.560059,4764920000.0,369.0
255,1/6/11,1276.290039,1278.170044,1270.430054,1273.849976,1273.849976,4844100000.0,370.0
256,1/7/11,1274.410034,1276.829956,1261.699951,1271.5,1271.5,4963110000.0,371.0
257,1/10/11,1270.839966,1271.52002,1262.180054,1269.75,1269.75,4036450000.0,374.0
258,1/11/11,1272.579956,1277.25,1269.619995,1274.47998,1274.47998,4050750000.0,375.0
259,1/12/11,1275.650024,1286.869995,1275.650024,1285.959961,1285.959961,4226940000.0,376.0
260,1/13/11,1285.780029,1286.699951,1280.469971,1283.76001,1283.76001,4310840000.0,377.0
261,1/14/11,1282.900024,1293.23999,1281.23999,1293.23999,1293.23999,4661590000.0,378.0
262,1/18/11,1293.219971,1296.060059,1290.160034,1295.02002,1295.02002,5284990000.0,382.0
263,1/19/11,1294.52002,1294.599976,1278.920044,1281.920044,1281.920044,4743710000.0,383.0
264,1/20/11,1280.849976,1283.349976,1271.26001,1280.26001,1280.26001,4935320000.0,384.0
265,1/21/11,1283.630005,1291.209961,1282.069946,1283.349976,1283.349976,4935320000.0,385.0
266,1/24/11,1283.290039,1291.930054,1282.469971,1290.839966,1290.839966,3902470000.0,388.0
267,1/25/11,1288.170044,1291.26001,1281.069946,1291.180054,1291.180054,4595380000.0,389.0
268,1/26/11,1291.969971,1299.73999,1291.969971,1296.630005,1296.630005,4730980000.0,390.0
269,1/27/11,1297.51001,1301.290039,1294.410034,1299.540039,1299.540039,4309190000.0,391.0
270,1/28/11,1299.630005,1302.670044,1275.099976,1276.339966,1276.339966,5618630000.0,392.0
271,1/31/11,1276.5,1287.170044,1276.5,1286.119995,1286.119995,4167160000.0,395.0
272,2/1/11,1289.140015,1308.859985,1289.140015,1307.589966,1307.589966,5164500000.0,396.0
273,2/2/11,1305.910034,1307.609985,1302.619995,1304.030029,1304.030029,4098260000.0,397.0
274,2/3/11,1302.77002,1308.599976,1294.829956,1307.099976,1307.099976,4370990000.0,398.0
275,2/4/11,1307.01001,1311.0,1301.670044,1310.869995,1310.869995,3925950000.0,399.0
276,2/7/11,1311.849976,1322.849976,1311.849976,1319.050049,1319.050049,3902270000.0,402.0
277,2/8/11,1318.76001,1324.869995,1316.030029,1324.569946,1324.569946,3881530000.0,403.0
278,2/9/11,1322.47998,1324.540039,1314.890015,1320.880005,1320.880005,3922240000.0,404.0
279,2/10/11,1318.130005,1322.780029,1311.73999,1321.869995,1321.869995,4184610000.0,405.0
280,2/11/11,1318.660034,1330.790039,1316.079956,1329.150024,1329.150024,4219300000.0,406.0
281,2/14/11,1328.72998,1332.959961,1326.900024,1332.319946,1332.319946,3567040000.0,409.0
282,2/15/11,1330.430054,1330.430054,1324.609985,1328.01001,1328.01001,3926860000.0,410.0
283,2/16/11,1329.51001,1337.609985,1329.51001,1336.319946,1336.319946,1966450000.0,411.0
284,2/17/11,1334.369995,1341.5,1331.0,1340.430054,1340.430054,1966450000.0,412.0
285,2/18/11,1340.380005,1344.069946,1338.119995,1343.01001,1343.01001,1162310000.0,413.0
